PartNumber,Name,EnrichedFields
KL4066IAWXS,Kaspersky Next EDR Optimum 1500-2499 User 5 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4065IAQFS,Kaspersky Next XDR Foundations 50-99 User 1 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4066IAUDB,Kaspersky Next EDR Optimum 500-999 User 2 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4065IASFS,Kaspersky Next XDR Foundations 150-249 User 1 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4066IATRS,Kaspersky Next EDR Optimum 250-499 User 4 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4065IAUFS,Kaspersky Next XDR Foundations 500-999 User 1 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4065IAWFS,Kaspersky Next XDR Foundations 1500-2499 User 1 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4065IAYFS,Kaspersky Next XDR Foundations 5000+ User 1 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4056IAVTS,Kaspersky Next XDR Core 1000-1499 User 3 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4054IATDS,Kaspersky Next XDR Expert 250-499 User 2 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4066IAVRS,Kaspersky Next EDR Optimum 1000-1499 User 4 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4054IAVTS,Kaspersky Next XDR Expert 1000-1499 User 3 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4054IAYFS,Kaspersky Next XDR Expert 5000+ User 1 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4054IAUDS,Kaspersky Next XDR Expert 500-999 User 2 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
KL4066IASRS,Kaspersky Next EDR Optimum 150-249 User 4 year Base License,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Optimum2,Kaspersky Next EDR Optimum Middle East Edition-2 year,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Optimum3,Kaspersky Next EDR Optimum Middle East Edition-2 year,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Premium,"Kaspersky Home Premium (Windows, macOS,Android & iOS)-1 year
Real-time Antivirus
Online Payment Protection
Performance Optimisation
Unlimited Superfast VPN
Data Leak Checker
Identity Protection
Expert Virus Check & Removal","shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Optimum1,Kaspersky Next EDR Optimum Middle East Edition-1 year,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Plus,"Kaspersky Home Plus (Windows, macOS,Android & iOS)-1 year
Real-time Antivirus
Online Payment Protection
Performance Optimisation
Unlimited Superfast VPN
Data Leak Checker","shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Foundations2,Kaspersky Next EDR Foundations Middle East Edition-2 year,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Foundations3,Kaspersky Next EDR Foundations Middle East Edition-3 year,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Advanced-120,Endpoint Security for Business ADVANCED-120 users,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Standard,"Kaspersky Home Standard (Windows, macOS,Android & iOS)-1 year
Real-time Antivirus
Online Payment Protection
Performance Optimisation","shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
Foundations1,Kaspersky Next EDR Foundations Middle East Edition-1 year,"shortDescription, features, specs, faq, whyBuy, category, tags, seoKeywords, prerequisites, related, productRule/scope, categoryRule"
